3.8988,14.179
3.8627,14.287
4.6035,13.741
3.4829,14.15
3.9079,13.632
4.4769,14.315
4.1883,13.615
3.5133,14.138
4.3547,14.193
2.7917,14.785
3.7797,13.392
4.7011,14.117
4.2229,13.054
4.354,14.069
3.9584,14.43
3.83,13.415
4.3112,13.888
5.0362,14.673
3.88,14.907
4.6427,14.001
3.7588,14.814
3.8077,13.913
4.291,13.521
3.5966,13.943
4.4214,13.046
3.2472,13.547
2.9174,13.66
3.9289,14.755
4.1471,14.122
4.5704,15.12
4.0535,14.244
4.4268,14.194
4.1076,13.877
4.3039,13.512
3.5668,14.093
3.9658,13.794
3.7327,13.147
3.894,14.282
5.0271,13.91
3.372,14.144
4.0153,13.715
3.8565,14.375
4.1697,13.672
4.8017,14.195
4.408,14.366
3.7062,13.931
3.3588,13.496
4.3792,14.131
3.5563,14.59
3.6801,12.807
4.2081,14.062
3.3191,14.077
4.696,14.192
4.046,13.793
3.8953,14.185
4.3613,13.697
4.3605,14.14
3.8886,14.629
4.493,13.95
4.1643,13.409
4.4919,13.943
4.1178,14.238
3.9145,13.852
4.7821,14.91
3.6497,13.758
4.2831,13.767
4.9044,14.893
3.8151,14.164
4.2838,14.293
4.1429,14.73
3.8443,13.641
3.9984,13.898
4.2763,14.476
5.0413,13.564
4.3964,14.131
3.8908,13.363
3.1176,14.279
4.1114,15.225
4.1167,13.911
3.646,13.78
4.4514,14.91
4.1748,13.486
4.2625,13.794
3.7826,13.982
3.6942,14.332
3.791,13.404
3.5033,13.47
3.7663,14.167
4.3251,13.896
2.9914,13.082
3.2075,13.056
4.0119,13.051
4.1469,14.011
3.5757,14.248
4.2399,14.365
4.5631,13.418
4.3058,12.899
3.3008,14.324
3.6733,13.954
3.6182,13.99
3.8485,13.778
3.6998,13.829
3.6236,15.042
4.8541,13.916
3.8511,14.28
3.9318,12.811
4.1281,13.185
3.2253,13.572
3.4894,14.08
4.2101,14.198
4.1571,15.375
3.4808,13.037
4.5034,13.053
