1,2.217,2.8263
1,1.8862,4.2056
1,2.9151,1.3714
1,0.94197,3.5499
1,2.9815,2.1047
1,0.99678,3.2204
1,1.2799,2.8046
1,2.0596,4.1853
1,1.1838,2.8593
1,2.447,3.8105
1,2.8031,1.7992
1,3.567,2.6967
1,3.0528,2.3207
1,2.7541,3.0887
1,2.5781,2.7675
1,2.3824,1.4986
1,2.1499,2.3554
1,2.7807,3.5672
1,1.4387,2.5531
1,2.116,4.1125
1,2.6704,3.745
1,2.3429,2.1397
1,2.1834,3.3508
1,3.7928,2.1345
1,2.12,3.7658
1,1.5085,2.6195
1,1.0279,2.542
1,0.58676,3.8816
1,1.8191,3.75
1,1.801,3.0749
1,1.5556,1.7845
1,2.3834,2.6133
1,1.48,3.219
1,1.922,4.5859
1,0.85034,4.1429
1,2.4035,3.6082
1,1.5522,4.7283
1,1.7742,3.5513
1,2.4713,2.6451
1,2.3057,4.188
1,2.3111,2.9001
1,2.5483,2.0225
1,2.5234,4.1469
1,2.9342,3.1354
1,1.7036,2.7336
1,2.6438,2.7743
1,3.6832,2.1141
1,1.2567,4.1507
1,2.1448,1.2806
1,2.439,3.6989
1,3.8877,3.5534
1,0.75683,3.2736
1,3.3602,3.7017
1,2.1967,1.2514
1,1.3266,3.7488
1,1.2331,2.4631
1,1.3964,3.7633
1,1.669,3.5505
1,3.5976,2.6941
1,3.1925,3.8525
1,2.0003,3.7561
1,2.2055,2.5269
1,2.4547,3.6189
1,3.0639,2.3665
1,2.8226,2.8704
1,0.68407,3.6461
1,1.4778,2.3434
1,2.8891,2.7751
1,3.0433,1.2987
1,1.2538,2.8572
1,2.3314,2.7149
1,1.7057,4.3919
1,2.3619,3.1235
1,3.2271,3.4992
1,1.5694,3.0703
1,1.4766,2.3995
1,1.5273,3.4749
1,2.7564,2.6007
1,1.4569,3.3237
1,0.90771,4.5974
1,1.4654,3.582
1,3.1746,3.4355
1,1.8923,2.2363
1,1.7648,4.3463
1,2.5946,2.9383
1,1.3288,2.1952
1,3.5067,2.3208
1,1.1553,4.0339
1,3.343,4.0119
1,3.371,4.1063
1,1.3968,2.2923
1,2.0994,2.7043
1,3.4392,2.2458
1,2.3913,2.4872
1,2.1385,2.1715
1,0.9212,2.4471
1,2.2432,3.1105
1,2.7232,3.1841
1,3.7632,1.1377
1,1.4582,2.9506
1,1.4325,2.337
1,2.6408,3.1068
1,1.3118,3.8808
1,2.6147,3.3639
1,2.113,1.578
1,1.0192,2.416
1,1.8614,1.2951
1,2.3968,2.9709
1,1.2492,1.9628
1,1.949,3.1216
1,0.39724,2.3423
1,1.7416,2.7089
1,0.64315,1.7076
1,2.7325,2.6086
1,1.7942,2.4023
1,3.2873,4.1574
1,1.1209,3.677
1,3.6847,4.1681
1,1.6455,3.7496
1,1.2529,4.2446
1,1.2512,2.6357
1,1.2962,2.0077
1,1.8594,4.3419
1,1.8774,2.3631
1,1.5231,3.3544
1,1.6355,3.5993
1,3.7379,4.3262
1,2.7394,2.358
1,1.1561,1.3782
1,1.3332,3.4491
1,2.9209,1.2544
1,2.97,2.785
1,2.7929,4.5352
1,0.90538,1.7143
1,1.2265,2.8437
1,2.0207,3.0141
1,2.8886,1.7512
1,1.4525,3.5392
1,1.9176,1.5287
1,2.4435,3.8223
1,3.3946,2.3517
1,3.2792,2.1039
1,1.4732,2.1646
1,1.8189,3.5293
1,1.3134,2.9019
1,1.4154,3.9897
1,1.7116,2.5802
1,1.4678,3.121
1,1.0077,1.9694
1,0.69873,4.3871
1,2.8977,3.1622
1,1.8752,2.9477
1,1.5209,3.6798
1,3.7903,3.4718
1,1.6396,2.3644
1,2.8659,1.0266
1,1.5847,3.6904
1,1.464,2.2156
1,0.94889,3.9391
1,3.3108,4.605
1,1.898,2.0316
1,2.8593,3.5202
1,1.635,3.8501
1,3.7598,3.5942
1,3.222,4.7871
1,0.10564,2.9223
1,2.8085,3.9596
1,3.3614,3.5268
1,3.3853,1.8565
1,1.8181,2.0159
1,3.3788,4.151
1,2.1123,3.1915
1,0.82415,1.1839
1,2.5835,2.7923
1,2.2948,2.6888
1,1.5113,2.835
1,1.7143,3.7422
1,0.85788,1.943
1,2.57,2.655
1,3.5905,4.595
1,1.1,2.7701
1,1.9275,2.5561
1,1.2897,3.7122
1,2.3284,3.2782
1,0.99369,2.2276
1,1.2173,2.1713
1,1.7287,4.2201
1,0.59668,2.0807
1,2.0308,2.6825
1,2.0607,1.7718
1,3.2697,3.8657
1,3.882,4.1461
1,3.0718,2.0321
1,2.1618,2.7164
1,2.6868,2.7747
1,2.1191,4.0643
1,2.3195,1.3171
1,1.3091,3.2275
1,1.5517,3.682
1,3.1713,3.2185
1,2.2807,3.3836
1,1.3365,3.7458
1,2.3769,2.7699
1,2.3257,3.0261
1,2.6249,1.7143
1,2.1692,3.2249
1,0.97208,3.2933
1,0.37376,3.9525
1,3.1545,3.734
1,2.0932,2.1325
1,0.59488,3.5173
1,1.6153,4.2302
1,0.67032,2.0785
1,2.7038,3.9271
1,3.2784,4.7027
1,1.2713,2.6186
1,2.1367,3.5156
1,3.2943,3.1499
1,2.6697,2.5166
1,2.0311,2.6815
1,1.7741,2.3775
1,2.5521,1.5774
1,1.8857,2.11
1,2.4343,1.415
