0.45595,3.4418
3.8288,1.9146
0.75466,3.8931
0.23198,3.9458
2.9592,4.0143
1.2173,4.8177
0.10062,1.5732
1.9567,3.387
3.8435,4.5781
2.8978,3.0318
2.695,3.0273
0.92948,2.2989
1.1921,4.1092
2.9246,3.2659
3.3292,4.2118
3.1161,1.9677
2.5577,2.1692
0.9776,3.0421
1.8146,3.1937
3.2346,2.0512
3.416,3.3696
2.4044,2.7218
2.114,4.2719
2.3514,3.0554
1.5315,3.2632
2.8661,2.1051
2.2356,1.325
2.482,0.6754
1.8612,5.0092
2.3303,3.5955
1.3903,4.4858
3.6248,2.8532
1.7312,1.4382
2.7195,1.862
0.05662,1.8181
3.0084,0.59558
1.6437,3.6854
2.6334,2.0485
1.584,3.2971
2.6956,3.1451
1.4771,2.3323
1.5798,4.269
1.0432,3.3115
0.50471,1.4689
2.4361,2.9127
3.1197,3.2966
2.1683,2.498
1.3498,3.3348
0.8598,4.2732
1.0288,3.4436
3.7921,4.1035
2.1084,4.9213
0.92463,4.663
0.88546,3.3513
1.261,4.6306
1.7896,1.4638
4.043,3.0393
2.051,3.6307
0.75828,3.3404
1.2792,2.7282
1.0186,0.89327
3.3615,3.0365
4.0355,1.7502
3.5638,2.3816
1.6645,3.8312
3.2278,2.15
1.9649,3.8431
1.8788,2.2318
0.92069,4.9464
1.7612,4.0479
1.2271,1.8857
1.7766,3.7409
1.3709,5.2696
1.673,0.35115
0.42457,2.5128
2.5415,1.7196
0.72818,3.3379
2.3468,3.8792
1.3848,3.1953
1.1618,3.0074
0.15186,3.3319
1.7029,1.9361
2.9233,1.9881
3.6867,3.7765
2.5473,2.4599
0.73563,4.5082
1.7904,4.0147
3.1098,2.0407
2.5117,3.3705
1.3845,3.7261
2.2362,3.1944
2.909,2.4114
1.6219,4.04
1.1999,3.0707
2.5226,3.5217
2.5005,4.617
1.5186,2.5432
0.49085,2.1499
2.1137,3.1567
1.7355,0.82888
2.0848,2.1501
3.4254,2.0953
2.3062,4.0178
1.1704,2.4871
4.147,2.0971
1.3295,2.487
1.5096,2.444
2.5543,4.2284
0.6333,2.6402
2.1403,2.0213
1.9605,3.7235
4.0627,3.3996
3.2517,3.7672
2.3957,2.4005
0.91293,1.6338
2.5206,3.2732
1.6434,2.9451
1.4737,2.9474
0.1405,2.5274
-0.29058,3.3545
2.3471,3.094
2.4503,2.8175
1.622,2.6415
2.6349,0.57039
2.3167,4.2287
0.61345,3.7613
0.77152,2.941
3.1773,5.3125
2.4581,4.2194
1.6819,2.4658
0.95412,1.4093
2.2587,1.9213
2.2456,1.8461
0.14789,3.5248
2.943,3.0832
2.0611,4.4683
2.3344,1.8088
0.67908,3.2999
3.6472,3.2034
2.8359,2.5916
1.174,1.7463
1.7959,4.0349
1.3839,5.0301
2.4163,3.8844
2.8072,3.6711
2.3686,1.7916
2.4732,3.6093
2.5358,4.5005
0.91946,3.876
2.7128,3.1494
1.1282,2.7115
2.6154,3.5845
0.90565,1.9842
3.0999,1.6078
2.4202,1.3069
2.7925,2.7047
1.325,2.1555
2.7847,4.2027
1.2474,2.8311
1.6269,3.8321
1.7293,0.77037
2.5112,2.3735
3.2797,2.0445
1.7659,3.8016
1.7934,3.4935
2.3083,5.889
1.3272,4.9846
3.455,4.4732
3.0545,2.5885
2.9424,0.28654
1.5362,3.5897
0.41578,2.9337
1.1354,2.7149
2.4256,4.6935
2.3109,2.4971
1.3253,0.92689
2.2018,1.7269
1.8134,3.4068
2.3938,4.0017
0.33337,2.7019
3.3173,2.1653
1.8016,4.6493
2.3844,3.4665
3.8592,3.9305
2.0109,4.11
3.1463,4.3409
1.6721,5.5729
3.0261,3.7523
2.4653,3.708
2.0087,3.3691
1.7157,3.5968
2.5538,2.98
1.063,3.0086
1.0851,3.2448
2.9805,0.72435
2.6581,4.2097
2.5675,3.7
1.6107,3.3136
2.0107,3.8221
0.53718,2.4541
0.69507,2.0332
2.4145,3.6027
0.9269,4.1538
2.1367,3.5757
0.44182,2.7023
1.5536,1.4739
1.0613,3.9229
2.5563,3.589
2.0094,4.3635
2.2723,3.5294
0.85397,2.6191
0.81169,3.4791
0.7422,3.231
3.0708,1.5778
2.603,2.6061
2.1878,2.3715
1.2111,2.4882
0.92428,2.7294
2.9913,2.0659
2.4968,3.2448
0.90208,3.3309
3.6486,2.5775
0.23594,2.5877
2.3255,4.8622
2.6749,4.4065
2.1534,1.9187
1.0352,3.6064
2.2533,2.5224
1.7882,2.6206
2.202,2.2509
1.685,1.5149
2.5137,4.1905
1.4985,1.0697
0.7007,2.8771
2.9096,3.2258
2.9767,1.3414
2.8391,3.8444
9.8188,11.013
9.4848,11.776
9.7042,10.454
10.644,11.207
8.1175,11.079
10.461,9.1358
8.568,11.302
9.893,10.365
11.114,11.16
11.038,10.483
9.1091,12.058
10.307,10.073
8.7219,9.9877
9.929,10.396
11.271,10.567
8.1364,11.545
11.743,10.733
10.727,9.0944
8.6727,12.186
11.78,10.646
10.65,11.01
10.902,10.495
10.304,11.392
9.9558,10.724
11.164,10.261
8.8532,10.464
8.2924,13.409
9.8025,10.9
9.9541,10.567
8.999,10.369
10.227,11.429
10.699,10.669
10.965,11.609
11.314,11.299
9.8343,10.829
9.5335,10.081
9.8592,11.862
9.5855,11.737
9.9147,10.705
11.018,9.8516
9.9114,12.728
9.9973,12.318
8.576,12.074
9.08,10.886
11.958,12.337
9.5473,12.205
7.7533,11.255
9.7552,11.026
8.7767,10.464
9.2633,10.501
10.456,9.6683
11.403,12.748
11.184,11.778
8.3019,11.318
11.756,9.2862
8.3381,12.242
11.721,10.851
9.1085,11.341
9.7474,12.107
12.687,11.752
10.624,12.498
11.878,9.4593
10.27,8.5612
12.446,10.237
10.245,11.255
9.6586,9.9391
7.8654,10.573
11.332,10.713
10.5,11.708
9.752,10.498
11.702,10.729
11.725,11.155
9.0096,11.446
9.7042,10.131
8.6903,10.431
10.947,10.028
9.7262,9.5384
10.35,11.495
9.549,10.915
10.93,11.558
10.245,11.189
10.38,12.754
11.324,10.369
9.8397,10.762
7.7337,12.468
10.93,12.059
10.469,8.6331
10.519,11.928
10.536,12.581
10.827,11.171
11.22,10.735
10.108,11.333
9.3108,9.8625
11.287,11.511
9.5619,9.6784
9.0964,10.801
10.893,11.727
10.989,11.467
9.5062,8.655
11.109,10.852
10.314,10.381
11.898,10.568
10.01,10.796
9.9758,10.294
10.075,10.65
12.217,10.414
9.5201,10.579
9.767,11.798
10.324,10.958
10.496,10.385
8.9072,10.691
9.4714,11.639
8.3862,11.667
9.212,11.675
9.8467,11.607
9.4343,10.579
7.805,12.059
9.7611,8.6592
8.8264,10.626
8.9756,11.18
10.024,12.023
9.7752,10.826
9.8971,10.902
10.157,11.476
10.173,12.6
9.4189,10.349
11.085,10.926
12,11.38
8.7036,11.522
8.7773,11.223
9.8144,11.693
7.8427,9.7642
9.4306,10.828
7.7249,10.499
9.0663,11.952
8.6876,11.186
10.266,9.7184
9.6172,11.528
10.345,11.106
10.797,11.51
10.932,10.357
8.8195,10.042
11.175,11.682
9.7656,11.047
11.3,10.639
11.085,9.7908
9.5478,10.083
11.832,11.979
11.152,11.021
10.289,10.712
9.5737,9.8244
10.32,11.734
11.642,9.7662
9.2107,11.191
9.075,10.342
10.349,10.993
10.442,10.39
10.794,9.4562
10.567,10.049
8.9801,9.9223
12.163,13.575
10.739,11.897
10.399,10.177
10.521,12.535
10.56,12.802
10.863,10.508
10.599,10.223
9.5469,8.4727
9.1892,10.702
8.4985,10.424
9.0111,12.677
9.2857,10.187
11.581,11.919
10.952,9.2991
10.671,10.539
11.359,10.558
10.875,11.239
9.5939,10.92
8.8667,9.1884
10.63,10.551
11.602,11.153
8.3288,9.4855
8.979,9.9228
8.2763,12.048
9.1532,11.516
8.8981,12.083
11.67,10.329
9.2899,8.946
9.0293,10.745
10.689,10.661
11.143,11.332
8.7387,12.031
9.2681,11.725
9.3435,12.231
9.5968,11.113
9.8867,11.032
9.7998,11.584
9.9134,11.915
10.207,10.705
7.2816,4.6056
7.649,3.6927
8.3258,4.1181
8.0874,4.9935
5.5472,4.6296
9.4987,4.7393
8.8548,5.4289
8.7226,5.7122
7.9794,5.4088
8.0989,4.0978
6.9334,5.8441
8.2549,5.5871
8.5142,5.2426
8.5153,7.1871
7.2828,7.5521
7.966,6.4325
8.1127,3.869
7.8891,5.5068
5.9566,5.9425
8.5995,5.8829
8.3881,4.9022
8.4848,7.5048
7.5058,4.1458
8.7667,4.7503
7.6219,3.9298
7.0259,4.3154
7.0658,4.6318
9.2706,4.5996
7.3663,5.9834
7.2334,4.9402
8.8157,5.0874
6.7742,5.0014
7.7374,6.4511
7.7225,6.1352
7.1955,3.924
8.9644,5.5349
8.1768,5.7971
8.7696,4.5188
7.1656,3.8795
7.6267,4.896
8.8795,4.7903
6.5281,4.9388
7.7292,4.9033
7.9669,4.5818
8.5318,3.3017
8.3519,4.1367
6.8553,4.5653
6.1877,4.3098
8.3796,3.4796
7.5559,4.7594
8.1477,7.6092
9.0809,5.4021
7.9434,4.1513
8.174,4.6273
9.1838,5.785
8.927,5.5018
8.6533,5.836
7.1733,7.0165
7.847,3.7658
7.4573,5.1419
8.4141,4.4265
8.75,4.6959
6.6809,4.3735
7.7236,4.3699
8.2435,4.4603
8.301,2.7139
8.0683,4.5404
6.2752,3.9378
7.6974,5.1132
8.758,5.1809
9.9627,5.5013
8.7499,5.0256
6.4433,4.5711
8.3996,4.9139
9.0277,4.4471
8.5507,5.5745
7.0506,6.1561
7.4662,4.2409
8.3554,4.9
9.3178,4.477
7.9219,4.7711
7.9878,4.6949
9.1425,6.653
9.1455,5.9661
8.3599,4.1827
6.846,6.2567
7.4801,5.556
8.6274,4.0352
8.9563,6.0733
8.5375,3.2017
7.5614,5.2262
8.2454,6.772
6.6355,3.6665
8.8219,4.2176
7.4239,3.8043
9.7622,5.2675
7.5719,3.3024
7.6437,4.9109
7.5546,3.5056
10.003,5.0043
8.4851,4.986
6.4581,5.3193
6.7029,5.1473
9.0916,3.5886
8.264,5.5162
8.6661,5.8693
6.8232,5.0072
7.3142,6.6962
8.3346,3.8618
6.2433,6.6509
8.009,5.1004
8.4479,3.749
7.016,4.9283
7.6638,4.3421
9.1584,5.1329
