2,11.456,10.343
2,9.6249,11.574
2,9.3149,11.177
2,10.383,12.471
2,10.296,10.55
2,9.0917,11.057
2,9.7418,12.372
2,10.795,10.67
2,10.858,10.063
2,10.512,11.088
2,9.41,11.274
2,8.9049,11.623
2,10.093,12.617
2,10.491,10.662
2,9.5735,9.7765
2,11.226,10.936
2,10.77,11.832
2,9.8687,9.6605
2,10.471,10.601
2,10.364,9.1582
2,9.067,12.27
2,8.9384,11.372
2,11.417,12.493
2,10.333,12.125
2,10.075,10.962
2,9.6824,9.1394
2,8.8947,11.073
2,10.522,10.668
2,9.7277,11.405
2,9.0604,12.615
2,10.349,12.398
2,9.1246,10.256
2,10.595,9.7485
2,9.8715,10.048
2,10.335,11.53
2,10.576,10.354
2,11.461,12.432
2,8.8917,10.351
2,8.9515,11.676
2,10.982,10.412
2,10.58,11.429
2,9.5597,11.451
2,9.71,10.557
2,10.656,9.8196
2,9.8639,10.161
2,11.657,12.18
2,10.662,11.338
2,8.2345,10.157
2,9.7803,11.968
2,9.7008,10.035
2,11.079,10.354
2,10.093,11.507
2,8.6004,9.3686
2,9.8371,9.9204
2,11.553,10.871
2,9.8316,11.48
2,9.0892,9.9157
2,10.339,9.2273
2,11.657,11.231
2,10.304,10.825
2,8.763,10.312
2,10.978,11.395
2,10.81,11.913
2,11.071,10.74
2,9.4146,12.682
2,9.0666,9.3873
2,9.4846,10.982
2,9.3541,10.721
2,10.834,11.473
2,9.8879,10.53
2,11.098,10.475
2,10.314,11.275
2,9.9951,12.836
2,8.3873,9.4814
2,9.0019,10.095
2,10.918,10.932
2,10.216,12.303
2,10.019,11.954
2,10.299,9.8904
2,9.0431,11.573
2,10.002,11.603
2,9.3208,10.4
2,9.2725,9.4396
2,10.659,12.657
2,11.046,11.574
2,10.741,11.043
2,11.425,10.405
2,9.9605,10.33
2,9.2124,11.317
2,9.9546,9.833
2,9.3412,11.736
2,9.5346,10.522
2,10.26,12.161
2,9.7894,11.302
2,11.707,9.329
2,9.1731,12.644
2,10.452,9.8796
2,9.5726,10.019
2,9.4183,10.765
2,9.6818,9.9496
2,10.365,11.305
2,8.2604,9.5801
2,10.088,11.812
2,9.3319,11.595
2,9.4709,10.296
2,10.965,11.888
2,11.673,12.517
2,8.3029,10.135
2,9.403,11.026
2,10.171,9.5218
2,10.084,11.951
2,10.635,12.843
2,10.112,12.92
2,9.1057,11.566
2,10.292,10.522
2,9.5354,10.746
2,11.089,11.751
2,9.5469,10.635
2,11.023,10.185
2,10.731,12.249
2,10.233,10.118
2,10.738,9.6747
2,10.173,10.423
2,10.668,12.244
2,10.624,11.951
2,8.6641,10.065
2,10.529,9.473
2,8.7351,9.5132
2,10.575,12.966
2,10.985,11.128
2,9.8556,9.8257
2,8.8695,11.866
2,8.449,11.521
2,10.726,9.8108
2,8.2481,11.049
2,10.247,10.489
2,9.4578,11.479
2,9.5905,11.833
2,9.748,11.887
2,11.643,11.061
2,10.887,10.411
2,11.032,10.073
2,10.803,9.1502
2,9.8099,10.841
2,9.1281,9.1632
2,10.512,11.443
2,11.632,10.301
2,10.285,10.648
2,10.833,11.083
2,10.567,11.957
2,9.579,10.021
2,8.2602,11.239
2,10.711,10.604
2,9.2769,9.1598
2,10.176,9.1673
2,9.8734,11.098
2,9.9372,12.121
2,11.85,9.9882
2,9.6018,9.997
2,11.031,11.459
2,10.396,11.9
2,11.021,10.686
2,10.111,11.23
2,8.8121,11.027
2,9.6062,10
2,10.362,10.778
2,9.8231,10.945
2,9.6104,12.256
2,10.753,10.832
2,9.6127,9.9598
2,10.525,11.438
2,10.491,9.5318
2,10.416,9.0766
2,11.186,11.756
2,11.091,9.9733
2,10.807,11.53
2,9.3094,11.946
2,10.864,10.637
2,10.354,11.602
2,9.2792,11.325
2,10.188,11.896
2,9.4335,10.504
2,10.334,10.362
2,9.5653,11.228
2,10.353,11.758
2,10.877,10.797
2,9.8964,10.234
2,9.2074,12.654
