127,3.1773,5.3125,0.7956287786183551
682,8.9557,5.8126,0.7290617494115175
81,1.7029,1.9361,0.7083634112609801
11,0.92948,2.2989,0.676519205699019
288,11.403,12.748,0.6750741870468318
716,2.5771,13.421,0.6654014684844205
971,2.359,14.43,0.6606122315113777
263,8.2924,13.409,0.6498145446817356
423,11.67,10.329,0.6456846552724178
906,3.9121,13.856,0.6425170915295509
768,6.0624,14.657,0.631636215439997
824,4.9789,13.762,0.6298958569500512
407,9.0111,12.677,0.6168523781605633
625,7.7945,4.6064,0.6143997780040963
912,4.4444,15.679,0.6122149430816521
976,4.3066,14.778,0.604440062225458
545,6.2433,6.6509,0.5977181141494732
867,2.3907,15.347,0.5973682824162457
61,3.3615,3.0365,0.5907254401319891
831,1.6013,14.215,0.5866637240898401
664,6.3785,5.8313,0.5833527700092571
886,5.1127,15.657,0.5810810965158907
556,8.9346,5.2692,0.5808500743166813
0,0.45595,3.4418,0.5752113153060122
397,12.163,13.575,0.5747773725484039
362,9.4189,10.349,0.5747474521752872
665,8.4181,6.3154,0.5743166995531324
870,3.2432,13.103,0.571940720802663
461,7.0259,4.3154,0.5719121390017422
982,4.7502,13.846,0.5688328805492641
464,7.3663,5.9834,0.5663547638856827
968,2.8962,11.631,0.5663219608884159
642,6.5943,4.6994,0.5636799335745766
3,0.23198,3.9458,0.5612847600366714
722,6.2797,12.091,0.5611372860498746
181,1.8016,4.6493,0.5594768701872636
988,16.274,3.2468,0.5565678044691849
994,14.687,3.4147,0.5553433766462842
296,12.687,11.752,0.5501284159605873
720,4.1039,15.534,0.5465970148026145
639,9.3012,5.5964,0.5450723361244886
623,7.4284,4.4043,0.5423142931742347
736,5.1037,11.712,0.5396014314801394
510,9.0277,4.4471,0.5351063552432317
156,1.325,2.1555,0.5337233770513744
770,6.4864,13.634,0.5332865970960261
329,9.3108,9.8625,0.5330356651291246
165,2.3083,5.889,0.5323938416147058
67,1.8788,2.2318,0.5321306983479185
551,9.4543,6.3715,0.5316872715111697
184,2.0109,4.11,0.5305165704712099
950,3.8122,16.189,0.5303958775711647
765,4.4233,13.49,0.5273543336318793
295,9.7474,12.107,0.5273394720494857
759,3.4264,13.162,0.5262369746986676
415,8.8667,9.1884,0.5255268338617519
708,2.9156,13.843,0.5234098402447778
265,9.9541,10.567,0.5232767400409879
41,1.5798,4.269,0.5221536107702727
916,3.6887,15.205,0.5217156847589853
418,8.3288,9.4855,0.5206828556303261
89,1.3845,3.7261,0.5193127944245429
821,4.473,13.72,0.5178117483926619
452,8.1127,3.869,0.5175328448167821
891,5.6766,12.433,0.5168455376932612
598,9.4087,5.3876,0.5143126502794358
686,4.2689,11.874,0.513797551833719
725,4.2945,12.821,0.5135308186774034
18,1.8146,3.1937,0.5134338229692005
786,3.0592,14.239,0.5119732271546812
922,3.5469,14.203,0.5119216109097299
286,9.2633,10.501,0.5116885173190907
483,6.1877,4.3098,0.5113523220848613
20,3.416,3.3696,0.5111854245757614
278,9.9973,12.318,0.5105818614671401
673,7.1202,3.2499,0.5102073283089212
784,3.7965,16.748,0.510095209631302
365,8.7036,11.522,0.5065230361754809
182,2.3844,3.4665,0.5046961345654547
865,3.5864,14.079,0.5022492598020294
108,0.6333,2.6402,0.5022246976591527
43,0.50471,1.4689,0.5003949591674441
408,9.2857,10.187,0.5002829989650112
578,7.2432,4.3977,0.49920201501726524
751,4.9835,12.508,0.4986601524971044
